ensembl_gene_id,go_id,description,name_1006,namespace_1003
LOC410550,GO:0006546,"aminomethyltransferase, mitochondrial",glycine catabolic process,biological_process
LOC410550,GO:0004047,"aminomethyltransferase, mitochondrial",aminomethyltransferase activity,molecular_function
LOC410550,GO:0005515,"aminomethyltransferase, mitochondrial",protein binding,molecular_function
LOC410550,GO:0016740,"aminomethyltransferase, mitochondrial",transferase activity,molecular_function
LOC410550,GO:0005739,"aminomethyltransferase, mitochondrial",mitochondrion,cellular_component
LOC410550,GO:0008483,"aminomethyltransferase, mitochondrial",transaminase activity,molecular_function
LOC409820,GO:0005515,UBX domain-containing protein 7,protein binding,molecular_function
LOC725039,GO:0008190,eukaryotic translation initiation factor 4E-binding protein 1,eukaryotic initiation factor 4E binding,molecular_function
LOC725039,GO:0045947,eukaryotic translation initiation factor 4E-binding protein 1,negative regulation of translational initiation,biological_process
LOC725039,GO:0006417,eukaryotic translation initiation factor 4E-binding protein 1,regulation of translation,biological_process
LOC725039,GO:0017148,eukaryotic translation initiation factor 4E-binding protein 1,negative regulation of translation,biological_process
LOC724703,GO:0004252,modular serine protease,serine-type endopeptidase activity,molecular_function
LOC724703,GO:0006508,modular serine protease,proteolysis,biological_process
LOC724703,GO:0005515,modular serine protease,protein binding,molecular_function
LOC412195,GO:0005515,"histone-lysine N-methyltransferase SMYD3, transcript variant X5",protein binding,molecular_function
LOC100576816,GO:0016021,"odorant receptor 4, transcript variant X1",integral component of membrane,cellular_component
LOC100576816,GO:0005549,"odorant receptor 4, transcript variant X1",odorant binding,molecular_function
LOC100576816,GO:0007165,"odorant receptor 4, transcript variant X1",signal transduction,biological_process
LOC100576816,GO:0005886,"odorant receptor 4, transcript variant X1",plasma membrane,cellular_component
LOC100576816,GO:0004984,"odorant receptor 4, transcript variant X1",olfactory receptor activity,molecular_function
LOC100576816,GO:0016020,"odorant receptor 4, transcript variant X1",membrane,cellular_component
LOC100576816,GO:0007608,"odorant receptor 4, transcript variant X1",sensory perception of smell,biological_process
LOC100576816,GO:0050896,"odorant receptor 4, transcript variant X1",response to stimulus,biological_process
LOC100576816,GO:0050911,"odorant receptor 4, transcript variant X1",detection of chemical stimulus involved in sensory perception of smell,biological_process
LOC726391,GO:0008270,"carboxypeptidase B, transcript variant X1",zinc ion binding,molecular_function
LOC726391,GO:0004181,"carboxypeptidase B, transcript variant X1",metallocarboxypeptidase activity,molecular_function
LOC726391,GO:0006508,"carboxypeptidase B, transcript variant X1",proteolysis,biological_process
LOC726391,GO:0046872,"carboxypeptidase B, transcript variant X1",metal ion binding,molecular_function
LOC726391,GO:0016787,"carboxypeptidase B, transcript variant X1",hydrolase activity,molecular_function
LOC726391,GO:0004180,"carboxypeptidase B, transcript variant X1",carboxypeptidase activity,molecular_function
LOC726391,GO:0008233,"carboxypeptidase B, transcript variant X1",peptidase activity,molecular_function
LOC726391,GO:0008237,"carboxypeptidase B, transcript variant X1",metallopeptidase activity,molecular_function
LOC409153,GO:0005634,zinc finger protein 423-like,nucleus,cellular_component
LOC409153,GO:0008270,zinc finger protein 423-like,zinc ion binding,molecular_function
LOC409153,GO:0046872,zinc finger protein 423-like,metal ion binding,molecular_function
LOC102653753,GO:0006302,"nibrin, transcript variant X3",double-strand break repair,biological_process
LOC102653753,GO:0030870,"nibrin, transcript variant X3",Mre11 complex,cellular_component
LOC102653753,GO:0007095,"nibrin, transcript variant X3",mitotic G2 DNA damage checkpoint,biological_process
LOC102653753,GO:0005515,"nibrin, transcript variant X3",protein binding,molecular_function
LOC100578265,GO:0016020,uncharacterized LOC100578265,membrane,cellular_component
LOC100578265,GO:0016021,uncharacterized LOC100578265,integral component of membrane,cellular_component
LOC102654594,GO:0005515,WD repeat-containing protein 18,protein binding,molecular_function
LOC726220,GO:0005829,pyroglutamyl-peptidase 1,cytosol,cellular_component
LOC726220,GO:0016920,pyroglutamyl-peptidase 1,pyroglutamyl-peptidase activity,molecular_function
LOC726220,GO:0006508,pyroglutamyl-peptidase 1,proteolysis,biological_process
LOC726220,GO:0005737,pyroglutamyl-peptidase 1,cytoplasm,cellular_component
LOC726220,GO:0016787,pyroglutamyl-peptidase 1,hydrolase activity,molecular_function
LOC726220,GO:0008233,pyroglutamyl-peptidase 1,peptidase activity,molecular_function
LOC726220,GO:0008234,pyroglutamyl-peptidase 1,cysteine-type peptidase activity,molecular_function
LOC551755,GO:0016021,"transmembrane protein 35A, transcript variant X2",integral component of membrane,cellular_component
LOC551755,GO:0016020,"transmembrane protein 35A, transcript variant X2",membrane,cellular_component
LOC551755,GO:0005777,"transmembrane protein 35A, transcript variant X2",peroxisome,cellular_component
LOC551755,GO:0005778,"transmembrane protein 35A, transcript variant X2",peroxisomal membrane,cellular_component
LOC551755,GO:0031410,"transmembrane protein 35A, transcript variant X2",cytoplasmic vesicle,cellular_component
LOC727144,GO:0005515,tether containing UBX domain for GLUT4,protein binding,molecular_function
LOC100576176,GO:0046982,uncharacterized LOC100576176,protein heterodimerization activity,molecular_function
LOC100576176,GO:0006352,uncharacterized LOC100576176,"DNA-templated transcription, initiation",biological_process
LOC100576176,GO:0005669,uncharacterized LOC100576176,transcription factor TFIID complex,cellular_component
LOC100576176,GO:0000124,uncharacterized LOC100576176,SAGA complex,cellular_component
LOC100576176,GO:0006367,uncharacterized LOC100576176,transcription initiation from RNA polymerase II promoter,biological_process
LOC100576176,GO:0046695,uncharacterized LOC100576176,SLIK (SAGA-like) complex,cellular_component
LOC100576176,GO:0016251,uncharacterized LOC100576176,RNA polymerase II general transcription initiation factor activity,molecular_function
LOC724170,GO:0006281,DNA polymerase beta-like,DNA repair,biological_process
LOC724170,GO:0003677,DNA polymerase beta-like,DNA binding,molecular_function
LOC724170,GO:0016779,DNA polymerase beta-like,nucleotidyltransferase activity,molecular_function
LOC724170,GO:0003887,DNA polymerase beta-like,DNA-directed DNA polymerase activity,molecular_function
LOC724170,GO:0034061,DNA polymerase beta-like,DNA polymerase activity,molecular_function
LOC724170,GO:0005634,DNA polymerase beta-like,nucleus,cellular_component
LOC724170,GO:0016740,DNA polymerase beta-like,transferase activity,molecular_function
LOC724170,GO:0046872,DNA polymerase beta-like,metal ion binding,molecular_function
LOC724170,GO:0006974,DNA polymerase beta-like,cellular response to DNA damage stimulus,biological_process
LOC724170,GO:0005737,DNA polymerase beta-like,cytoplasm,cellular_component
LOC724170,GO:0016829,DNA polymerase beta-like,lyase activity,molecular_function
LOC724170,GO:0006260,DNA polymerase beta-like,DNA replication,biological_process
LOC724170,GO:0071897,DNA polymerase beta-like,DNA biosynthetic process,biological_process
LOC724141,GO:0046872,protein yippee-like 5,metal ion binding,molecular_function
LOC409166,GO:0005525,"E3 ubiquitin-protein ligase TRIM23, transcript variant X1",GTP binding,molecular_function
LOC409166,GO:0008270,"E3 ubiquitin-protein ligase TRIM23, transcript variant X1",zinc ion binding,molecular_function
LOC409166,GO:0000166,"E3 ubiquitin-protein ligase TRIM23, transcript variant X1",nucleotide binding,molecular_function
LOC409166,GO:0046872,"E3 ubiquitin-protein ligase TRIM23, transcript variant X1",metal ion binding,molecular_function
GeneID_406106,GO:0005524,protein kinase C,ATP binding,molecular_function
GeneID_406106,GO:0008270,protein kinase C,zinc ion binding,molecular_function
GeneID_406106,GO:0035556,protein kinase C,intracellular signal transduction,biological_process
GeneID_406106,GO:0004672,protein kinase C,protein kinase activity,molecular_function
GeneID_406106,GO:0004674,protein kinase C,protein serine/threonine kinase activity,molecular_function
GeneID_406106,GO:0004697,protein kinase C,protein kinase C activity,molecular_function
GeneID_406106,GO:0006468,protein kinase C,protein phosphorylation,biological_process
GeneID_406106,GO:0000166,protein kinase C,nucleotide binding,molecular_function
GeneID_406106,GO:0016301,protein kinase C,kinase activity,molecular_function
GeneID_406106,GO:0016740,protein kinase C,transferase activity,molecular_function
GeneID_406106,GO:0016310,protein kinase C,phosphorylation,biological_process
GeneID_406106,GO:0004698,protein kinase C,calcium-dependent protein kinase C activity,molecular_function
LOC551144,GO:0016021,"uncharacterized LOC551144, transcript variant X1",integral component of membrane,cellular_component
LOC551144,GO:0016020,"uncharacterized LOC551144, transcript variant X1",membrane,cellular_component
LOC409995,GO:0005634,sin3 histone deacetylase corepressor complex component SDS3,nucleus,cellular_component
LOC100579047,GO:0042302,cuticular protein 10,structural constituent of cuticle,molecular_function
LOC551386,GO:0005524,26S protease regulatory subunit 10B,ATP binding,molecular_function
LOC551386,GO:0005737,26S protease regulatory subunit 10B,cytoplasm,cellular_component
LOC551386,GO:0030163,26S protease regulatory subunit 10B,protein catabolic process,biological_process
LOC551386,GO:0016787,26S protease regulatory subunit 10B,hydrolase activity,molecular_function
LOC551386,GO:0016887,26S protease regulatory subunit 10B,ATPase activity,molecular_function
LOC551386,GO:0008540,26S protease regulatory subunit 10B,"proteasome regulatory particle, base subcomplex",cellular_component
LOC551386,GO:0030433,26S protease regulatory subunit 10B,ubiquitin-dependent ERAD pathway,biological_process
LOC551386,GO:0000166,26S protease regulatory subunit 10B,nucleotide binding,molecular_function
LOC551386,GO:0000502,26S protease regulatory subunit 10B,proteasome complex,cellular_component
LOC551133,GO:0016740,"methyltransferase-like protein 6, transcript variant X2",transferase activity,molecular_function
LOC551133,GO:0008168,"methyltransferase-like protein 6, transcript variant X2",methyltransferase activity,molecular_function
LOC551133,GO:0032259,"methyltransferase-like protein 6, transcript variant X2",methylation,biological_process
LOC551405,GO:0016787,4-nitrophenylphosphatase,hydrolase activity,molecular_function
GeneID_412304,GO:0055114,dehydrogenase/reductase (SDR family) member 4,oxidation-reduction process,biological_process
LOC726648,GO:0043066,fas apoptotic inhibitory molecule 1,negative regulation of apoptotic process,biological_process
GeneID_724966,GO:0005840,ribosomal protein L39,ribosome,cellular_component
GeneID_724966,GO:0003735,ribosomal protein L39,structural constituent of ribosome,molecular_function
GeneID_724966,GO:0006412,ribosomal protein L39,translation,biological_process
LOC551818,GO:0016021,uncharacterized LOC551818,integral component of membrane,cellular_component
LOC551818,GO:0016747,uncharacterized LOC551818,"transferase activity, transferring acyl groups other than amino-acyl groups",molecular_function
LOC551818,GO:0008080,uncharacterized LOC551818,N-acetyltransferase activity,molecular_function
LOC551818,GO:0016020,uncharacterized LOC551818,membrane,cellular_component
LOC551818,GO:0016740,uncharacterized LOC551818,transferase activity,molecular_function
LOC551818,GO:0016746,uncharacterized LOC551818,"transferase activity, transferring acyl groups",molecular_function
LOC726463,GO:0046872,inositol monophosphatase 2,metal ion binding,molecular_function
LOC726463,GO:0006021,inositol monophosphatase 2,inositol biosynthetic process,biological_process
LOC726463,GO:0008934,inositol monophosphatase 2,inositol monophosphate 1-phosphatase activity,molecular_function
LOC726463,GO:0052832,inositol monophosphatase 2,inositol monophosphate 3-phosphatase activity,molecular_function
LOC726463,GO:0052833,inositol monophosphatase 2,inositol monophosphate 4-phosphatase activity,molecular_function
LOC726463,GO:0046855,inositol monophosphatase 2,inositol phosphate dephosphorylation,biological_process
LOC726463,GO:0046854,inositol monophosphatase 2,phosphatidylinositol phosphorylation,biological_process
LOC726463,GO:0016787,inositol monophosphatase 2,hydrolase activity,molecular_function
LOC726463,GO:0052834,inositol monophosphatase 2,inositol monophosphate phosphatase activity,molecular_function
LOC411047,GO:0005515,"intraflagellar transport protein 88 homolog, transcript variant X7",protein binding,molecular_function
LOC409117,GO:0005737,"vacuolar protein sorting-associated protein 16 homolog, transcript variant X2",cytoplasm,cellular_component
